user_id,crowd_r,crowd_concordance,knn_concordance,eigentaste_concordance,gap_knn_minus_crowd,gap_train_only,crowd_nmae,knn_nmae,train_mean,train_std
23902,-0.3930,0.2451,0.7849,0.4355,0.5398,0.1825,0.4670,0.3727,1.788,8.316
24853,-0.1211,0.2887,0.6529,0.4588,0.3643,0.1599,0.1863,0.0904,3.814,2.439
11552,-0.6310,0.2835,0.6289,0.4485,0.3454,0.2200,0.4147,0.3352,0.404,7.088
19014,-0.0148,0.4555,0.7910,0.6271,0.3355,0.2639,0.3053,0.1318,-3.057,5.190
6282,-0.1530,0.4344,0.7648,0.5913,0.3303,0.3133,0.2998,0.1725,-1.491,5.087
17950,-0.5160,0.3377,0.6597,0.4506,0.3221,0.2050,0.3852,0.3171,0.536,6.865
12520,-0.3297,0.4115,0.7318,0.5052,0.3203,0.1108,0.3005,0.0742,7.820,1.878
8651,-0.1028,0.3777,0.6921,0.5990,0.3144,0.1544,0.2500,0.1175,5.208,4.007
3832,0.1436,0.6417,0.9545,0.6925,0.3128,0.3515,0.0554,0.0604,1.387,0.753
4052,-0.0071,0.3966,0.7087,0.5072,0.3121,0.1180,0.4147,0.3319,-1.727,7.484
24885,-0.1422,0.4204,0.7322,0.6921,0.3118,0.1946,0.3179,0.2064,4.119,6.348
22029,-0.1670,0.3477,0.6576,0.6068,0.3099,0.1866,0.2609,0.1737,4.146,4.954
15302,0.1396,0.3983,0.7063,0.5716,0.3080,0.1775,0.1964,0.0664,3.535,3.695
23550,-0.4427,0.3737,0.6810,0.4714,0.3073,0.2321,0.3569,0.1644,-2.855,5.220
12945,0.0468,0.4131,0.7203,0.5686,0.3072,0.0982,0.3058,0.0515,7.685,1.582
24894,-0.1608,0.3024,0.6062,0.4207,0.3038,0.1822,0.3693,0.1196,-5.224,3.338
3072,0.1243,0.3886,0.6891,0.6127,0.3005,0.1447,0.2008,0.0943,3.905,3.734
4214,-0.0815,0.3180,0.6176,0.4560,0.2996,0.1106,0.2878,0.1721,4.775,4.596
23244,-0.2423,0.4021,0.6985,0.5193,0.2964,0.0576,0.2467,0.1969,1.255,4.868
715,-0.2474,0.4157,0.7117,0.6152,0.2960,0.2633,0.1945,0.1363,1.659,3.874
2462,-0.0827,0.4729,0.7668,0.6637,0.2938,0.1576,0.2981,0.1947,1.532,4.624
19413,0.1686,0.3703,0.6623,0.4394,0.2920,0.1681,0.1579,0.0622,3.463,2.900
14250,-0.0299,0.4961,0.7868,0.6408,0.2907,0.1705,0.3231,0.2058,-1.467,6.425
22285,0.2173,0.5019,0.7925,0.5422,0.2905,0.0548,0.1724,0.0623,-2.250,2.182
20126,-0.0478,0.3959,0.6812,0.6105,0.2853,0.2074,0.2887,0.1622,-1.690,4.423
16059,-0.1445,0.3877,0.6727,0.4673,0.2850,0.1609,0.2121,0.1309,4.489,3.749
21627,-0.0097,0.4513,0.7359,0.6000,0.2846,0.1819,0.2759,0.1744,2.227,5.344
23714,-0.0032,0.3014,0.5860,0.4592,0.2846,0.0381,0.2862,0.1522,4.132,5.056
24198,0.0302,0.4070,0.6886,0.4561,0.2817,0.2248,0.1277,0.0811,0.323,3.253
12929,0.1075,0.5212,0.8010,0.6855,0.2798,0.1339,0.2093,0.1420,1.035,5.015
15399,0.0796,0.5332,0.8127,0.7087,0.2796,0.0972,0.3167,0.1740,5.363,4.497
23044,0.0543,0.3128,0.5916,0.3979,0.2788,0.1352,0.2539,0.0885,4.343,4.711
12778,-0.0275,0.4736,0.7516,0.7259,0.2780,0.2156,0.1907,0.0923,4.346,2.908
22183,-0.2594,0.4254,0.7016,0.4921,0.2762,0.1223,0.2759,0.2285,2.009,4.955
8839,0.0294,0.3734,0.6488,0.5091,0.2755,0.1589,0.3381,0.2157,-1.767,6.092
5875,-0.3753,0.4260,0.7014,0.5380,0.2754,0.2025,0.3301,0.2637,0.195,6.085
9052,-0.0145,0.5132,0.7855,0.6092,0.2724,0.1886,0.3741,0.2557,0.981,8.097
14517,0.1927,0.5136,0.7827,0.5899,0.2691,0.1528,0.1066,0.0509,1.781,2.369
21743,-0.0927,0.4335,0.7019,0.6426,0.2684,0.2737,0.2583,0.1873,3.060,5.380
7592,0.2342,0.5141,0.7815,0.6131,0.2674,0.1350,0.2414,0.1802,-0.268,5.191
15990,0.0715,0.5252,0.7917,0.5951,0.2665,0.0714,0.1996,0.1254,0.045,4.411
16086,0.2544,0.4516,0.7173,0.5877,0.2657,0.1258,0.2899,0.1189,5.035,5.040
16501,-0.2445,0.3294,0.5935,0.4444,0.2641,0.1639,0.2329,0.1608,3.368,4.213
20124,0.1017,0.4613,0.7221,0.4889,0.2608,0.0424,0.1523,0.1093,-1.770,3.927
22430,-0.0809,0.3012,0.5611,0.5045,0.2600,0.0981,0.2654,0.1047,6.430,3.376
22998,0.1150,0.3744,0.6334,0.4158,0.2591,0.1643,0.1363,0.0704,2.584,3.034
12245,-0.1706,0.3324,0.5883,0.4214,0.2559,0.1897,0.2550,0.0488,6.382,1.143
9870,0.1629,0.5157,0.7717,0.5079,0.2559,0.0735,0.0880,0.0621,0.100,1.028
8377,0.0188,0.3959,0.6504,0.4409,0.2545,0.0589,0.3440,0.2999,-0.207,7.280
22058,0.1402,0.5430,0.7972,0.7137,0.2542,0.1175,0.2676,0.1912,-0.693,5.488
8328,-0.1621,0.4456,0.6982,0.4404,0.2526,0.0994,0.2030,0.0658,-2.151,1.891
2935,0.0740,0.5560,0.8082,0.6692,0.2523,0.2076,0.2851,0.1874,0.896,6.660
15133,0.2008,0.4904,0.7420,0.5969,0.2516,0.0486,0.1661,0.1080,-0.307,3.743
405,0.2543,0.5714,0.8221,0.6506,0.2506,0.1481,0.1004,0.0466,-0.589,2.593
2,-0.2336,0.3982,0.6482,0.4278,0.2500,0.1334,0.2700,0.2157,2.611,4.514
19727,0.1293,0.4330,0.6830,0.6521,0.2500,0.1455,0.1991,0.1309,4.481,3.791
2694,-0.1889,0.4386,0.6882,0.4580,0.2497,0.1640,0.1703,0.1550,2.970,3.951
15625,0.1027,0.5284,0.7778,0.7287,0.2494,0.1991,0.2844,0.1751,-2.951,5.668
12843,0.0119,0.4974,0.7455,0.5835,0.2481,0.2247,0.1987,0.0887,-1.396,3.691
19534,0.0260,0.4529,0.7003,0.5406,0.2474,0.0497,0.1406,0.0681,2.904,2.636
17962,0.1600,0.5446,0.7917,0.6611,0.2471,0.1119,0.3312,0.1886,2.879,6.431
3744,0.3034,0.5562,0.8017,0.5548,0.2455,0.0874,0.1960,0.1304,0.110,5.095
14150,0.1811,0.5277,0.7729,0.6284,0.2452,0.1633,0.2731,0.1637,-3.051,5.420
110,0.1197,0.5431,0.7864,0.7799,0.2432,0.2388,0.2012,0.1132,4.588,3.550
22386,0.1738,0.4801,0.7220,0.5084,0.2420,0.1157,0.3135,0.2491,0.632,6.835
24323,0.0624,0.4080,0.6499,0.4299,0.2420,0.0034,0.2321,0.2060,0.879,5.695
18599,-0.2437,0.6368,0.8774,0.6769,0.2406,0.1527,0.1432,0.0655,-0.568,4.226
21842,0.0202,0.5342,0.7729,0.6490,0.2387,0.1532,0.1880,0.1170,1.208,4.522
19806,-0.2018,0.4961,0.7345,0.6237,0.2384,0.2430,0.2635,0.1915,-0.009,4.536
17021,0.0381,0.4742,0.7126,0.6959,0.2384,0.1923,0.2252,0.1581,1.534,4.452
11742,-0.0518,0.4573,0.6943,0.5389,0.2370,0.1636,0.3462,0.1316,-4.862,3.721
8001,0.4045,0.5768,0.8129,0.6258,0.2361,0.0638,0.2108,0.1545,2.169,4.910
3287,0.0379,0.5150,0.7510,0.6154,0.2360,0.2148,0.3796,0.2814,-2.834,7.040
9873,0.0420,0.4617,0.6952,0.5694,0.2335,0.1415,0.2730,0.2018,-0.897,4.964
21580,0.2331,0.3786,0.6111,0.4961,0.2326,0.0718,0.1365,0.0719,3.287,2.479
3368,0.4104,0.4684,0.7006,0.4742,0.2323,0.1051,0.1976,0.1036,4.297,3.206
14798,0.1654,0.5192,0.7500,0.6244,0.2308,0.1647,0.2514,0.1853,-0.418,5.496
9224,0.0560,0.5155,0.7461,0.6134,0.2307,0.1458,0.3070,0.2152,1.200,6.676
18625,0.1180,0.5264,0.7568,0.6667,0.2304,0.0748,0.2648,0.2047,0.148,5.946
13324,0.1473,0.5116,0.7404,0.6234,0.2288,0.1926,0.2841,0.2020,-0.685,5.975
21590,0.0540,0.3832,0.6116,0.4929,0.2284,0.1184,0.2668,0.1217,4.743,3.575
19345,0.1486,0.4308,0.6585,0.5718,0.2277,0.0811,0.2437,0.0898,5.261,2.676
13514,0.2810,0.5180,0.7455,0.7069,0.2275,0.0680,0.1472,0.0856,2.733,2.812
1172,0.0772,0.5573,0.7838,0.6667,0.2265,0.0969,0.2599,0.1837,-0.968,5.027
7401,0.1843,0.5148,0.7413,0.5199,0.2265,0.2053,0.2125,0.0803,5.017,2.975
8536,0.2705,0.5404,0.7664,0.6136,0.2259,0.0333,0.2776,0.2153,0.793,5.948
1520,-0.0148,0.4406,0.6641,0.6047,0.2235,0.1768,0.3384,0.2854,-0.677,7.164
22283,0.0359,0.5497,0.7716,0.6800,0.2219,0.2044,0.3047,0.1761,-1.351,5.757
306,-0.0286,0.4263,0.6480,0.4746,0.2216,0.1671,0.2331,0.1687,3.296,4.905
24481,-0.1216,0.4113,0.6327,0.4993,0.2215,0.1362,0.3595,0.2912,-3.249,5.912
9470,0.1864,0.5627,0.7827,0.6313,0.2199,0.1613,0.2495,0.1814,0.058,5.553
8608,-0.2191,0.3803,0.6003,0.3920,0.2199,0.0845,0.3799,0.3488,-0.592,7.487
24550,-0.1322,0.4311,0.6499,0.4968,0.2188,0.1201,0.1170,0.0906,2.193,4.079
11483,0.2961,0.5379,0.7559,0.6110,0.2180,0.1383,0.2281,0.1490,3.844,4.754
15831,-0.1270,0.4614,0.6787,0.6517,0.2172,0.2834,0.2371,0.1549,5.086,4.863
20137,0.0758,0.5615,0.7782,0.6936,0.2167,0.1196,0.1884,0.1593,0.086,5.003
18155,0.2034,0.4915,0.7072,0.4601,0.2157,0.0785,0.1583,0.1291,0.933,4.533
20885,0.2999,0.5679,0.7833,0.6501,0.2154,0.0210,0.2620,0.1578,5.301,4.152
17416,0.0330,0.5477,0.7629,0.5928,0.2152,0.2016,0.2601,0.1680,-2.476,5.045
79,-0.0163,0.4728,0.6878,0.6593,0.2150,0.2079,0.2235,0.1773,2.506,5.613
22530,0.0049,0.5034,0.7182,0.6033,0.2148,0.1368,0.3524,0.3024,3.115,7.782
20163,-0.1401,0.4723,0.6852,0.5871,0.2129,0.0417,0.2928,0.2187,-0.895,4.342
11410,-0.2138,0.4115,0.6239,0.5811,0.2124,0.1748,0.2446,0.1034,5.811,2.486
1315,0.0464,0.5321,0.7442,0.5925,0.2121,0.1959,0.3101,0.2099,1.385,6.538
3984,0.0305,0.4472,0.6585,0.4845,0.2113,0.1075,0.1586,0.0933,2.632,3.157
5725,0.0773,0.4820,0.6933,0.6237,0.2113,0.1695,0.2248,0.1803,-0.133,4.883
18254,0.2146,0.4768,0.6881,0.4961,0.2113,0.0750,0.2338,0.1981,1.478,4.120
14764,0.0872,0.5193,0.7307,0.6714,0.2113,0.1318,0.3117,0.2384,2.058,6.593
24668,0.1067,0.5195,0.7292,0.6589,0.2096,0.0776,0.4284,0.3379,4.997,7.132
13920,0.2338,0.4653,0.6748,0.5244,0.2095,0.1227,0.1498,0.1214,2.957,3.929
1643,0.1970,0.5528,0.7615,0.5136,0.2087,0.1306,0.4562,0.2242,-4.924,6.950
5838,0.3946,0.5581,0.7661,0.5426,0.2080,0.1419,0.1429,0.1030,1.682,3.860
15665,0.0255,0.4581,0.6658,0.5213,0.2077,0.0420,0.1521,0.1098,1.980,4.271
16788,0.2105,0.4968,0.7038,0.5369,0.2070,0.0550,0.2748,0.1182,5.983,3.499
7003,0.0885,0.5424,0.7494,0.6632,0.2069,0.1670,0.1859,0.1501,2.321,4.595
5522,0.2830,0.5633,0.7700,0.7287,0.2067,0.0855,0.2231,0.0847,5.253,3.120
12946,0.2244,0.5652,0.7716,0.6129,0.2065,0.1488,0.1283,0.0834,0.390,2.531
14877,0.3460,0.5380,0.7439,0.6088,0.2059,0.0868,0.2035,0.1150,4.946,3.708
1805,0.2247,0.5707,0.7763,0.7506,0.2057,0.1388,0.2422,0.1837,3.727,5.241
17790,-0.0137,0.5463,0.7519,0.6337,0.2057,0.1452,0.2503,0.1966,-1.248,5.425
15344,0.0567,0.5026,0.7082,0.4936,0.2057,0.0679,0.2806,0.2428,-1.001,5.496
10886,0.1104,0.4974,0.7026,0.6532,0.2052,0.1878,0.1870,0.1433,1.767,5.347
22649,0.2363,0.4955,0.7006,0.4852,0.2052,0.1152,0.3030,0.2223,-2.176,5.843
15806,-0.0636,0.4877,0.6929,0.6271,0.2052,0.2293,0.1780,0.1322,2.669,4.712
16944,0.0220,0.4858,0.6907,0.5838,0.2049,0.1363,0.3322,0.2682,-0.308,6.478
14056,0.3215,0.4837,0.6884,0.4668,0.2047,0.0559,0.1232,0.0438,2.297,2.298
14291,0.1481,0.6093,0.8136,0.6311,0.2044,0.1730,0.1613,0.1016,0.937,3.911
5905,-0.0225,0.4219,0.6258,0.4400,0.2039,0.2340,0.2447,0.0954,4.933,4.249
15323,0.2705,0.4293,0.6329,0.5331,0.2036,0.1316,0.2938,0.0508,5.937,3.469
1483,0.2345,0.5013,0.7034,0.5402,0.2021,0.0548,0.0884,0.0664,1.639,2.306
19677,-0.1470,0.4852,0.6873,0.5933,0.2021,0.0634,0.1131,0.0834,1.172,2.162
2161,0.1875,0.4858,0.6873,0.6628,0.2016,0.0588,0.2089,0.1197,3.053,6.015
20799,0.2009,0.4981,0.6988,0.5882,0.2008,0.0542,0.2527,0.1866,2.694,5.170
4851,0.1822,0.4592,0.6598,0.5873,0.2005,0.1007,0.2953,0.2540,1.840,5.837
2159,0.2405,0.5141,0.7147,0.6517,0.2005,0.0530,0.2471,0.1968,1.188,4.543
15961,-0.0532,0.4621,0.6624,0.5584,0.2003,0.1468,0.1962,0.1527,1.443,4.076
11154,0.2420,0.5169,0.7169,0.5532,0.2000,0.1117,0.2562,0.2252,1.286,5.715
16159,0.1443,0.3845,0.5845,0.4168,0.2000,0.1054,0.2493,0.1057,4.569,4.153
13850,0.1009,0.5180,0.7178,0.6070,0.1997,0.0900,0.3038,0.1527,-4.660,4.146
24186,0.1294,0.3878,0.5876,0.4009,0.1997,0.1623,0.0754,0.0491,0.780,1.831
23393,0.0594,0.4974,0.6961,0.5105,0.1987,0.2068,0.1691,0.1073,-1.036,3.365
13533,0.0648,0.5129,0.7113,0.5258,0.1985,0.1294,0.3186,0.2521,0.821,6.104
4292,-0.1742,0.4536,0.6521,0.6095,0.1985,0.2115,0.2455,0.1355,-2.069,4.160
16807,-0.0174,0.4221,0.6203,0.4208,0.1982,0.1350,0.1663,0.1228,1.897,3.245
10091,0.2363,0.4650,0.6632,0.5440,0.1982,0.1083,0.1506,0.0571,2.865,2.586
19255,0.2396,0.4589,0.6568,0.5180,0.1979,0.0822,0.3035,0.2612,1.011,6.724
10999,0.0935,0.4657,0.6636,0.6132,0.1979,0.2428,0.1313,0.1036,1.929,4.015
404,0.2290,0.4883,0.6857,0.5545,0.1974,0.0810,0.2632,0.0905,5.529,3.438
19644,0.0933,0.6044,0.8015,0.6765,0.1972,0.1475,0.2152,0.1156,-1.630,3.945
12609,-0.1162,0.3363,0.5335,0.5129,0.1972,0.1466,0.1204,0.0852,0.317,1.864
310,0.0731,0.5110,0.7076,0.6624,0.1966,0.1984,0.1462,0.1156,2.135,4.629
22812,0.4690,0.5794,0.7755,0.6090,0.1961,0.0544,0.1926,0.1247,3.573,4.712
5504,0.1687,0.5470,0.7426,0.6821,0.1956,0.1335,0.2011,0.1659,0.862,5.066
12722,0.4335,0.6015,0.7969,0.5938,0.1954,0.0670,0.1276,0.0877,1.738,3.681
17411,0.1592,0.5514,0.7468,0.6671,0.1954,0.1153,0.1708,0.1223,1.166,4.344
13486,0.3727,0.5892,0.7843,0.6264,0.1951,0.0404,0.3318,0.1927,-2.940,5.445
15499,0.0796,0.4916,0.6860,0.6847,0.1943,0.1949,0.2314,0.1850,2.009,5.423
17062,0.2191,0.5674,0.7612,0.6496,0.1938,0.1642,0.2755,0.1700,-1.466,4.980
4681,-0.0790,0.4571,0.6506,0.4948,0.1935,0.1548,0.2807,0.2024,3.587,5.318
9066,0.0804,0.5141,0.7069,0.5900,0.1928,0.0335,0.2149,0.1688,0.160,4.519
16281,0.1503,0.5674,0.7599,0.6290,0.1926,0.0668,0.1792,0.1408,0.191,3.833
10556,0.0972,0.5485,0.7400,0.6818,0.1915,0.1474,0.3471,0.2541,3.232,6.934
4066,0.0905,0.5016,0.6926,0.5841,0.1909,0.1346,0.2223,0.2038,-0.214,6.406
15905,-0.0305,0.4729,0.6637,0.5670,0.1907,0.1328,0.1920,0.1373,0.149,3.494
20694,0.0205,0.4762,0.6667,0.6409,0.1905,0.1196,0.2797,0.2429,1.039,5.826
9764,0.2607,0.4832,0.6736,0.5725,0.1904,0.0971,0.0997,0.0861,1.844,2.632
7305,0.0852,0.4640,0.6542,0.6003,0.1902,0.1514,0.3267,0.2046,-2.382,6.093
221,0.3826,0.5894,0.7786,0.7246,0.1892,0.0994,0.2429,0.1581,-1.522,4.529
840,0.4753,0.6140,0.8031,0.7396,0.1891,0.0933,0.2514,0.1571,4.241,4.910
18852,0.1476,0.4987,0.6877,0.6350,0.1889,0.0369,0.1932,0.1580,1.819,4.181
12783,0.2705,0.5736,0.7623,0.6460,0.1886,0.1880,0.2292,0.1577,-0.601,5.294
19336,-0.0908,0.4512,0.6398,0.5436,0.1886,0.0219,0.1225,0.0930,2.118,2.795
19032,0.2646,0.5856,0.7737,0.6506,0.1881,0.0732,0.1143,0.0978,-0.187,2.647
2131,0.1573,0.4760,0.6641,0.5136,0.1881,0.0542,0.2812,0.1470,4.446,5.807
18376,0.3018,0.5395,0.7275,0.5599,0.1880,0.1599,0.1761,0.1405,1.367,4.593
321,0.1719,0.5604,0.7481,0.6581,0.1877,0.0913,0.2709,0.2189,0.130,5.746
19458,-0.0404,0.5398,0.7275,0.6414,0.1877,0.1617,0.3703,0.3000,-1.559,7.434
23856,0.1705,0.5685,0.7558,0.5323,0.1873,0.0913,0.2998,0.2012,-2.639,5.337
14431,0.5005,0.6029,0.7900,0.6414,0.1871,0.0760,0.1336,0.1149,0.767,3.866
2871,0.3207,0.5213,0.7076,0.6028,0.1863,0.0957,0.2350,0.0808,5.707,3.756
18198,0.2501,0.5186,0.7047,0.5546,0.1861,0.0737,0.2020,0.1547,2.626,4.903
5604,0.4363,0.6528,0.8388,0.7399,0.1860,0.0920,0.1284,0.1150,3.316,3.810
5516,0.1374,0.5296,0.7152,0.5399,0.1856,0.0162,0.1748,0.1236,1.278,3.694
3061,-0.0377,0.4273,0.6126,0.5714,0.1853,0.1385,0.1952,0.1062,4.364,2.589
3146,0.1327,0.3212,0.5065,0.3731,0.1852,0.1021,0.2027,0.0737,4.509,2.770
23420,0.4107,0.5148,0.6996,0.6110,0.1849,0.0576,0.1768,0.1297,3.854,4.162
20821,-0.2175,0.4717,0.6555,0.5386,0.1838,0.0115,0.2149,0.1711,1.627,4.231
4787,0.2343,0.4987,0.6823,0.4987,0.1836,0.1544,0.1118,0.0843,0.521,3.015
24795,-0.0553,0.4764,0.6597,0.5890,0.1832,0.1457,0.3676,0.1912,-3.985,5.111
6377,0.4003,0.5356,0.7180,0.6248,0.1824,0.0738,0.1667,0.1151,1.078,4.015
3572,-0.0774,0.4954,0.6777,0.5892,0.1823,0.0908,0.4500,0.3589,-4.437,7.532
11314,0.1437,0.5295,0.7117,0.6003,0.1822,0.1960,0.1730,0.0759,4.102,4.248
13033,0.0347,0.4742,0.6563,0.4961,0.1822,0.0450,0.2851,0.2454,1.873,5.337
21105,0.2086,0.5194,0.7016,0.5853,0.1822,0.1565,0.1181,0.0553,2.733,2.519
1295,0.3122,0.5432,0.7252,0.5690,0.1819,0.0809,0.1287,0.0996,2.954,2.858
6170,0.0192,0.4529,0.6348,0.5729,0.1819,0.0467,0.2435,0.1201,4.935,4.363
19844,0.1870,0.4455,0.6273,0.4805,0.1818,0.0750,0.1544,0.0873,3.640,2.279
22102,0.3209,0.5857,0.7675,0.6195,0.1818,0.0951,0.1910,0.1484,2.060,5.029
15390,0.0145,0.5084,0.6898,0.6680,0.1815,0.1539,0.1500,0.1160,2.398,3.046
12772,0.3126,0.6216,0.8031,0.6873,0.1815,0.1590,0.3363,0.2570,-1.611,6.664
2245,0.0884,0.5071,0.6882,0.6662,0.1811,0.1661,0.2220,0.1812,1.099,5.026
23579,0.4261,0.5408,0.7219,0.5420,0.1811,0.0313,0.1727,0.1376,1.376,5.326
13551,0.3554,0.5623,0.7433,0.5700,0.1810,0.0966,0.1251,0.0843,-0.538,2.972
15096,0.4673,0.5659,0.7468,0.5556,0.1809,0.1124,0.1872,0.1419,1.997,4.648
7978,0.2339,0.5019,0.6826,0.5381,0.1806,0.0866,0.2535,0.2202,0.025,5.731
7667,0.3775,0.4729,0.6534,0.5245,0.1804,0.0648,0.1433,0.1026,1.861,4.709
19101,0.1007,0.3891,0.5694,0.3917,0.1803,0.0736,0.2815,0.1812,4.074,4.605
16239,0.2934,0.5161,0.6963,0.5650,0.1802,0.0809,0.2843,0.2402,0.751,6.842
21545,0.1926,0.5154,0.6954,0.5129,0.1799,0.1411,0.2749,0.0999,-3.484,3.608
8101,0.4338,0.6434,0.8230,0.7674,0.1796,0.1157,0.2505,0.1960,-1.583,6.614
485,0.1294,0.5006,0.6796,0.4021,0.1790,0.0690,0.2193,0.0772,4.476,4.195
16868,0.3033,0.4942,0.6731,0.4556,0.1789,0.0231,0.3769,0.2643,-1.547,6.696
14448,0.0850,0.4407,0.6193,0.5346,0.1786,-0.0058,0.1709,0.0794,4.883,1.821
23394,0.0991,0.4739,0.6525,0.4451,0.1786,0.2343,0.1921,0.1207,1.937,4.418
7658,0.4028,0.5597,0.7381,0.5982,0.1784,0.0565,0.1232,0.0954,2.189,3.632
23389,0.3696,0.6098,0.7882,0.7073,0.1784,0.0929,0.1769,0.1324,0.056,4.393
20472,0.0111,0.4390,0.6175,0.4711,0.1784,0.1198,0.2191,0.1788,1.610,5.118
17231,0.0959,0.5000,0.6778,0.6108,0.1778,0.1511,0.1931,0.1422,0.376,3.714
23120,0.2681,0.5490,0.7268,0.6108,0.1778,0.1432,0.2930,0.2477,-0.871,6.869
24447,0.3162,0.5084,0.6860,0.6075,0.1776,0.0483,0.1641,0.1332,0.730,4.099
22631,0.2796,0.4728,0.6503,0.5376,0.1775,0.0657,0.1339,0.1007,2.349,3.144
18188,-0.1486,0.4396,0.6170,0.5026,0.1774,0.0494,0.1846,0.1549,1.111,3.415
10851,0.1516,0.5302,0.7066,0.5457,0.1763,0.1290,0.2829,0.2227,-0.844,5.559
13812,-0.0931,0.3861,0.5624,0.5405,0.1763,0.0957,0.2656,0.2148,2.807,5.338
5393,0.2184,0.6281,0.8044,0.6100,0.1763,0.1711,0.2040,0.1260,1.988,3.992
17432,-0.0901,0.4526,0.6289,0.4250,0.1763,0.0209,0.1432,0.1070,0.916,3.567
16357,0.1335,0.5681,0.7442,0.6414,0.1761,0.1172,0.1981,0.1444,-1.349,5.017
19302,0.3336,0.5051,0.6812,0.5154,0.1761,0.0949,0.3339,0.2649,-2.347,7.313
3341,0.0842,0.5231,0.6987,0.6513,0.1756,0.1412,0.1574,0.1154,1.991,2.725
7652,0.2906,0.5519,0.7273,0.6039,0.1753,0.1259,0.1871,0.0929,4.109,3.403
3269,0.0354,0.4201,0.5954,0.5193,0.1753,0.0844,0.1166,0.0954,2.149,2.194
23349,0.1968,0.4923,0.6671,0.4910,0.1748,0.0138,0.2568,0.1473,-2.922,4.270
20193,0.1033,0.4808,0.6551,0.5974,0.1744,0.1244,0.2332,0.1545,-1.715,4.268
8002,0.2005,0.4935,0.6675,0.5610,0.1740,0.0418,0.2431,0.1344,4.754,4.756
20218,-0.0328,0.3969,0.5709,0.4652,0.1740,0.0325,0.2607,0.1415,4.142,5.685
12720,0.2202,0.5383,0.7121,0.6133,0.1738,0.0472,0.2004,0.1680,2.120,5.463
2709,0.0030,0.5583,0.7319,0.5596,0.1736,0.0921,0.2156,0.1742,0.948,5.119
19721,0.0163,0.4067,0.5803,0.4715,0.1736,0.0291,0.1958,0.1497,2.318,4.411
14847,0.0769,0.5679,0.7413,0.6287,0.1734,0.0542,0.2653,0.1939,2.376,5.291
23057,0.1808,0.4258,0.5990,0.5234,0.1732,0.0647,0.3272,0.2797,1.213,6.997
15027,0.2371,0.5142,0.6873,0.5685,0.1731,-0.0173,0.2707,0.2224,2.676,5.096
23975,-0.0674,0.4432,0.6163,0.5866,0.1731,0.1085,0.3489,0.3120,0.988,6.186
1981,0.2562,0.5923,0.7652,0.6400,0.1729,0.1419,0.2415,0.1720,0.908,5.160
19471,-0.0688,0.4594,0.6323,0.6310,0.1729,0.2145,0.2396,0.2114,1.373,6.011
11797,-0.1917,0.4636,0.6364,0.4351,0.1727,0.2037,0.1568,0.1148,0.189,2.973
22448,0.1670,0.5162,0.6887,0.5538,0.1725,0.0735,0.1792,0.1148,-1.687,3.469
15325,0.4731,0.5264,0.6988,0.5817,0.1725,0.0820,0.2042,0.1072,3.798,3.847
23565,0.1864,0.4961,0.6684,0.5725,0.1723,0.1610,0.2485,0.1989,2.157,5.363
23869,0.0213,0.5411,0.7134,0.5668,0.1722,0.2154,0.2048,0.1422,0.993,5.176
8534,0.2738,0.4774,0.6494,0.5110,0.1721,0.0256,0.0998,0.0661,1.363,1.989
24317,0.1877,0.4840,0.6560,0.5276,0.1720,0.1772,0.2336,0.1801,-0.534,6.146
18934,0.2513,0.5470,0.7181,0.6564,0.1712,0.1164,0.1738,0.1278,2.105,3.610
12205,0.1195,0.4884,0.6594,0.6131,0.1710,0.0882,0.1162,0.0883,1.948,2.527
3684,0.1226,0.4755,0.6460,0.4806,0.1705,0.1279,0.1654,0.1465,1.233,4.022
23745,0.5173,0.5832,0.7537,0.6928,0.1705,-0.0000,0.2147,0.1721,1.000,5.683
12127,0.5183,0.6031,0.7732,0.7294,0.1701,-0.0081,0.2595,0.1236,4.473,4.908
21632,0.3573,0.5696,0.7397,0.5271,0.1701,0.0301,0.1721,0.0725,-1.394,2.081
18841,-0.0293,0.5335,0.7036,0.6353,0.1701,0.1880,0.3283,0.2843,0.123,6.928
1615,0.2508,0.5554,0.7255,0.6366,0.1701,0.2209,0.3040,0.2692,-2.382,6.639
1490,-0.0011,0.4794,0.6491,0.6375,0.1697,0.1351,0.1995,0.1573,2.367,4.925
21493,0.0033,0.5149,0.6843,0.5653,0.1695,0.0834,0.1581,0.1083,-1.256,3.557
14046,0.2118,0.5542,0.7236,0.7168,0.1694,0.0185,0.3093,0.2355,4.147,6.462
17410,0.1067,0.5766,0.7460,0.5901,0.1694,0.2024,0.0896,0.0433,-0.012,2.505
4168,0.4399,0.5568,0.7261,0.5517,0.1693,0.0703,0.1119,0.0709,1.806,2.543
24268,0.1693,0.5574,0.7265,0.6852,0.1690,0.0612,0.2451,0.1632,-2.795,4.638
20351,0.4724,0.5626,0.7316,0.6039,0.1690,0.0842,0.1376,0.1100,2.224,4.902
7255,0.3513,0.5084,0.6774,0.5832,0.1690,0.0833,0.2461,0.0981,5.008,4.027
23179,0.3124,0.4581,0.6270,0.4620,0.1688,0.0046,0.2301,0.2050,0.612,6.305
6151,0.2015,0.4832,0.6521,0.4820,0.1688,0.0899,0.2563,0.2293,-2.107,4.906
7753,0.1544,0.5026,0.6714,0.6637,0.1688,0.0956,0.2568,0.1608,-1.556,5.164
