user_id,crowd_r,crowd_concordance,knn_concordance,eigentaste_concordance,gap_knn_minus_crowd,gap_train_only,crowd_nmae,knn_nmae,train_mean,train_std
6476,0.3813,0.6572,0.7361,0.6921,0.0789,0.0673,0.1968,0.1403,4.101,4.276
21867,0.5490,0.6895,0.7684,0.6792,0.0789,0.0289,0.0981,0.1004,2.275,2.569
5117,0.6167,0.7439,0.8228,0.7736,0.0789,0.0161,0.2000,0.1054,3.272,4.046
7730,0.5107,0.6008,0.6796,0.6085,0.0788,0.0058,0.1679,0.0919,3.471,3.798
15257,0.3247,0.5904,0.6693,0.6344,0.0788,0.0242,0.1609,0.1370,1.642,4.846
11144,0.3846,0.5568,0.6357,0.6047,0.0788,0.0104,0.2215,0.1397,4.305,4.127
20450,0.3001,0.5801,0.6589,0.5775,0.0788,0.0802,0.3074,0.2866,-0.469,7.074
7906,0.4837,0.5971,0.6759,0.6339,0.0787,0.0179,0.2968,0.2802,0.342,7.569
3174,0.3975,0.5729,0.6516,0.6129,0.0787,0.0266,0.1260,0.1208,0.277,3.234
9126,0.6083,0.7148,0.7935,0.7677,0.0787,0.0954,0.2080,0.1082,2.752,4.737
2178,0.2265,0.5174,0.5961,0.4890,0.0787,0.0610,0.1304,0.1216,1.446,3.421
9899,0.3206,0.5438,0.6224,0.5722,0.0786,0.0462,0.1184,0.1117,1.047,4.555
2757,0.4396,0.6559,0.7345,0.5941,0.0786,-0.0012,0.1662,0.1157,2.946,3.562
8293,0.3032,0.6263,0.7049,0.6392,0.0786,0.0162,0.1912,0.1735,-0.958,4.371
15522,0.2131,0.5361,0.6147,0.5541,0.0786,0.0230,0.1298,0.1206,2.447,4.169
13337,0.3724,0.6237,0.7023,0.6314,0.0786,0.0288,0.3206,0.2589,-1.963,6.564
11728,0.4231,0.5503,0.6289,0.6070,0.0786,0.0647,0.2473,0.0737,5.164,2.798
1398,0.2578,0.5786,0.6572,0.6031,0.0786,0.0750,0.1440,0.1191,1.983,3.417
17307,-0.2740,0.3548,0.4334,0.4236,0.0785,0.0146,0.1271,0.0624,-0.564,0.683
15161,0.3462,0.5792,0.6577,0.5766,0.0785,0.0264,0.2456,0.2209,1.636,5.536
18864,0.4063,0.5560,0.6345,0.5573,0.0785,0.0495,0.2261,0.1319,3.559,4.095
21437,0.4996,0.6422,0.7207,0.7079,0.0785,0.0207,0.1768,0.1430,1.063,5.687
10632,0.2974,0.5109,0.5894,0.5766,0.0785,0.0300,0.2334,0.2200,1.912,4.796
18562,0.4559,0.6319,0.7104,0.6422,0.0785,0.0542,0.2048,0.1826,1.404,5.066
3941,0.5633,0.6306,0.7091,0.6705,0.0785,0.0405,0.1540,0.1067,2.659,3.275
18161,0.3032,0.4865,0.5650,0.5560,0.0785,0.0279,0.2702,0.1006,6.506,1.993
16235,0.1934,0.5560,0.6345,0.5199,0.0785,0.1082,0.2042,0.1789,-0.733,4.794
14567,0.4951,0.7211,0.7995,0.7558,0.0784,0.1274,0.1342,0.1107,-0.505,4.242
19444,0.2999,0.5334,0.6118,0.6105,0.0784,0.0357,0.1404,0.1463,0.055,4.245
11920,0.3555,0.5913,0.6697,0.5913,0.0784,0.0592,0.1869,0.1183,-2.782,2.720
12120,0.4803,0.5386,0.6170,0.5668,0.0784,0.0231,0.1195,0.1033,0.976,3.740
9760,0.2951,0.5553,0.6337,0.5733,0.0784,0.0496,0.2125,0.2034,0.735,4.790
4263,0.4139,0.6131,0.6915,0.6234,0.0784,0.0196,0.2499,0.2118,1.633,5.259
22273,0.5861,0.6118,0.6902,0.6838,0.0784,-0.0023,0.1950,0.1362,2.329,4.790
15035,0.0963,0.6028,0.6812,0.6208,0.0784,0.0658,0.2014,0.1330,-1.722,3.428
3810,0.5415,0.6722,0.7506,0.6915,0.0784,-0.0069,0.2023,0.1561,-0.963,5.467
4858,0.2406,0.6046,0.6829,0.6008,0.0783,-0.0426,0.2403,0.2323,-0.890,6.033
17371,0.5663,0.6881,0.7664,0.7471,0.0783,0.0219,0.1746,0.1332,1.783,4.598
11221,0.3732,0.5911,0.6693,0.5924,0.0781,0.0127,0.3222,0.2578,4.114,6.869
9055,0.1087,0.6619,0.7399,0.6606,0.0780,0.0482,0.3938,0.2076,-5.192,5.928
19395,0.3517,0.5330,0.6108,0.5686,0.0778,-0.0092,0.3137,0.1337,5.260,3.906
3767,0.0601,0.5045,0.5824,0.4462,0.0778,-0.0105,0.1776,0.1615,2.008,3.426
20631,0.4349,0.5344,0.6122,0.5499,0.0778,-0.0432,0.2184,0.1428,4.054,4.707
24899,0.3229,0.5694,0.6472,0.6381,0.0778,0.0600,0.2383,0.1935,3.141,5.027
24070,0.0859,0.5052,0.5829,0.5013,0.0777,0.0302,0.2304,0.1306,5.541,3.513
10720,0.3209,0.6049,0.6826,0.6541,0.0777,0.0126,0.3497,0.3254,0.476,7.197
6461,0.4049,0.6184,0.6960,0.6080,0.0776,0.0394,0.3244,0.2940,-2.243,7.359
16882,0.0483,0.5369,0.6145,0.5899,0.0776,-0.0034,0.2003,0.1679,-0.041,5.346
8480,0.3413,0.5677,0.6452,0.5742,0.0775,0.0128,0.3317,0.1673,5.736,5.311
21973,0.2981,0.5659,0.6434,0.5685,0.0775,0.0668,0.2890,0.2616,-0.844,6.785
23260,0.5767,0.7093,0.7868,0.7571,0.0775,0.0577,0.1429,0.0856,2.849,3.095
22874,0.1482,0.5118,0.5892,0.4843,0.0774,0.0590,0.2801,0.2517,2.177,6.405
6536,0.3655,0.6052,0.6826,0.7161,0.0774,0.0196,0.2020,0.1639,-2.555,4.336
14180,0.3322,0.6194,0.6968,0.6232,0.0774,0.0449,0.1988,0.1765,0.466,4.754
8867,0.2345,0.5052,0.5825,0.4742,0.0773,-0.0094,0.2023,0.1545,-2.037,4.127
18436,0.3269,0.5155,0.5928,0.5464,0.0773,0.0035,0.1955,0.1635,1.624,5.358
1781,0.3471,0.6637,0.7410,0.6701,0.0773,0.0463,0.2172,0.1354,4.055,3.864
2684,0.4247,0.6662,0.7436,0.6881,0.0773,0.0636,0.1033,0.0871,1.357,2.790
22764,0.2930,0.5683,0.6456,0.5503,0.0773,0.0809,0.2204,0.1975,1.094,5.780
8558,0.2475,0.6366,0.7139,0.6031,0.0773,0.0587,0.2359,0.1843,3.581,4.976
1924,0.5732,0.6830,0.7603,0.7320,0.0773,0.0449,0.2215,0.1747,1.386,5.131
9984,0.3261,0.5830,0.6602,0.5753,0.0772,0.0484,0.1980,0.1766,-1.293,4.340
22553,-0.1437,0.4749,0.5521,0.5495,0.0772,0.0774,0.2813,0.2052,4.062,5.487
19243,0.2648,0.5869,0.6641,0.6680,0.0772,0.0230,0.2004,0.1785,1.145,5.283
14122,0.3317,0.5495,0.6268,0.6049,0.0772,0.0519,0.2453,0.2314,1.026,5.976
11817,0.1024,0.5961,0.6732,0.6092,0.0771,0.0444,0.2755,0.1175,4.846,4.691
6207,0.2924,0.6285,0.7057,0.6311,0.0771,0.0335,0.1967,0.1641,0.658,4.528
4025,0.3585,0.5887,0.6658,0.5694,0.0771,0.0510,0.2844,0.2644,-0.413,6.771
17232,0.6721,0.7185,0.7956,0.7686,0.0771,0.0529,0.1824,0.1225,0.800,5.199
20475,0.2240,0.5244,0.6015,0.5527,0.0771,0.0878,0.2117,0.1722,1.587,5.033
16523,0.3202,0.5463,0.6234,0.6979,0.0771,0.0898,0.1708,0.1499,0.102,4.508
5828,0.1475,0.5900,0.6671,0.6183,0.0771,0.0276,0.2095,0.1936,1.758,4.979
2480,0.2464,0.5835,0.6607,0.6015,0.0771,0.1018,0.1757,0.1636,0.097,5.635
5234,0.3084,0.5360,0.6131,0.5141,0.0771,0.0196,0.2835,0.2547,-0.540,5.592
4300,0.2970,0.5560,0.6331,0.5658,0.0770,0.0373,0.3206,0.2922,1.592,7.261
13506,0.4375,0.6619,0.7389,0.6697,0.0770,0.0745,0.1709,0.1971,0.136,5.190
13474,0.4419,0.6149,0.6919,0.6162,0.0770,0.0138,0.1797,0.1728,-0.504,4.750
9738,0.2795,0.6380,0.7150,0.6277,0.0770,-0.0081,0.2167,0.2065,0.674,4.856
21040,0.6579,0.6508,0.7279,0.6162,0.0770,-0.0358,0.1926,0.1520,-1.135,4.997
375,0.1442,0.4564,0.5333,0.5038,0.0769,-0.0184,0.2455,0.2411,1.096,5.834
5087,0.6462,0.7445,0.8214,0.8018,0.0769,0.0255,0.1182,0.0800,-1.570,3.375
12163,0.1430,0.5318,0.6088,0.5265,0.0769,0.0609,0.3281,0.3150,1.591,6.612
15287,0.2321,0.6628,0.7396,0.7096,0.0768,0.0785,0.3490,0.2004,-3.233,5.957
12370,0.3734,0.6814,0.7581,0.6866,0.0767,0.1629,0.1161,0.0590,2.650,2.370
14589,0.2700,0.5558,0.6325,0.5753,0.0766,0.1157,0.2688,0.1660,3.882,5.288
1567,0.1554,0.5740,0.6506,0.5558,0.0766,0.0744,0.1383,0.0730,3.065,2.001
22723,-0.2900,0.4747,0.5512,0.5383,0.0765,0.1226,0.2405,0.1715,4.978,4.429
19883,0.2185,0.5207,0.5972,0.5220,0.0764,0.0634,0.2108,0.0947,4.443,2.542
9776,0.1109,0.6140,0.6904,0.6503,0.0764,0.1016,0.0955,0.0771,-0.160,2.345
15063,0.2182,0.5389,0.6153,0.5933,0.0764,0.0430,0.2644,0.1087,5.138,3.761
11771,0.1662,0.5420,0.6184,0.5770,0.0763,0.0311,0.0952,0.0879,0.199,3.167
6894,0.1536,0.5783,0.6546,0.6119,0.0763,0.0487,0.1399,0.1275,0.850,3.494
9596,0.6083,0.6977,0.7739,0.7455,0.0762,0.0554,0.2030,0.1403,2.099,5.778
19639,0.5110,0.5394,0.6155,0.5781,0.0761,0.0150,0.1785,0.1612,-0.484,4.805
19487,0.3783,0.5858,0.6619,0.6155,0.0761,0.0080,0.1319,0.1096,0.921,4.192
22282,0.4033,0.5432,0.6194,0.4865,0.0761,0.0208,0.2086,0.0925,3.954,3.454
2878,0.4036,0.6903,0.7665,0.7213,0.0761,0.0370,0.2748,0.1759,-3.493,4.237
21206,0.6088,0.7019,0.7781,0.7690,0.0761,0.0323,0.2745,0.0692,5.483,3.490
5284,0.4712,0.6039,0.6800,0.5858,0.0761,0.0103,0.1500,0.1339,3.249,3.820
9795,0.1850,0.5368,0.6129,0.5303,0.0761,-0.0000,0.1620,0.1446,-0.930,4.196
24799,0.3900,0.5768,0.6529,0.5781,0.0761,-0.0139,0.2571,0.1641,-3.385,4.239
23971,0.3746,0.6555,0.7316,0.7135,0.0761,0.0531,0.2364,0.1745,-2.634,4.433
9774,0.5067,0.6031,0.6791,0.6108,0.0760,0.0358,0.1792,0.1567,-0.404,4.461
23051,-0.0724,0.3698,0.4459,0.3905,0.0760,0.0382,0.1975,0.1417,3.589,3.090
705,0.5233,0.6843,0.7603,0.7036,0.0760,0.0150,0.1214,0.0973,1.738,3.337
17392,0.0918,0.5812,0.6572,0.6250,0.0760,0.1455,0.1307,0.1113,0.153,3.378
8132,0.4691,0.6186,0.6946,0.6843,0.0760,0.0706,0.2905,0.2615,-0.864,6.683
14370,0.5624,0.5699,0.6459,0.6472,0.0760,-0.0047,0.2944,0.1172,6.165,5.538
8161,0.5130,0.7297,0.8057,0.7580,0.0759,-0.0092,0.1989,0.1616,-0.395,4.747
1619,0.2215,0.5508,0.6268,0.5740,0.0759,0.0750,0.2474,0.2201,1.446,5.631
24304,0.5532,0.6821,0.7580,0.7580,0.0759,0.0162,0.2044,0.1410,2.249,4.705
10466,0.3015,0.5907,0.6667,0.5521,0.0759,-0.0231,0.1259,0.0945,3.095,2.323
15563,0.2004,0.5170,0.5929,0.5785,0.0759,0.0889,0.3547,0.1398,-4.929,4.018
22457,0.4367,0.5105,0.5864,0.5327,0.0759,-0.0166,0.2153,0.1424,3.179,4.523
23500,0.0014,0.4447,0.5206,0.5180,0.0759,0.0378,0.5156,0.1520,-6.996,4.858
13584,0.4672,0.6311,0.7069,0.6260,0.0758,-0.0266,0.1724,0.1432,-0.063,4.153
15992,0.2182,0.5501,0.6260,0.5977,0.0758,-0.0081,0.2731,0.2347,-1.398,4.554
22647,0.4114,0.6941,0.7699,0.7211,0.0758,0.0428,0.1646,0.1365,0.004,3.449
15894,0.4589,0.6054,0.6812,0.6221,0.0758,0.0184,0.2097,0.1843,0.825,4.554
12160,0.4455,0.6573,0.7330,0.7176,0.0757,0.0611,0.2741,0.2514,0.888,6.047
7585,0.2857,0.6675,0.7433,0.6624,0.0757,0.1144,0.1144,0.0740,-0.495,2.228
13544,0.3006,0.5944,0.6701,0.6110,0.0757,0.0427,0.1594,0.1166,2.691,4.216
24476,0.3586,0.6496,0.7253,0.6739,0.0757,0.0161,0.2323,0.2002,0.979,5.648
19738,0.4163,0.6406,0.7163,0.7009,0.0757,0.0509,0.1984,0.1368,-3.837,3.518
18293,0.2936,0.6854,0.7611,0.7363,0.0757,0.0611,0.2818,0.1754,-2.827,5.260
15836,0.3577,0.6282,0.7038,0.6718,0.0756,0.0335,0.1687,0.1333,-1.852,3.792
2586,0.0513,0.5072,0.5828,0.6089,0.0756,0.0798,0.1654,0.1667,2.904,4.055
9654,0.4931,0.6428,0.7184,0.6571,0.0756,0.0221,0.2144,0.0929,4.088,3.675
21611,0.1070,0.5553,0.6307,0.5527,0.0754,-0.0361,0.1708,0.1321,2.476,3.304
11875,0.0738,0.5655,0.6407,0.5305,0.0752,0.0128,0.1126,0.0803,2.395,2.320
11159,0.5132,0.6161,0.6913,0.7017,0.0752,0.0046,0.2203,0.1411,4.956,4.650
24346,0.0923,0.4944,0.5696,0.5390,0.0752,0.0800,0.1818,0.1683,0.133,3.408
6656,0.4753,0.6114,0.6865,0.5699,0.0751,0.0843,0.2171,0.1362,3.925,4.325
15600,0.0496,0.4223,0.4974,0.4067,0.0751,0.0553,0.2087,0.1146,3.177,4.950
3642,0.0817,0.5984,0.6736,0.6567,0.0751,0.1315,0.2968,0.2593,0.128,6.678
21478,0.1665,0.4696,0.5446,0.4877,0.0750,0.0840,0.1624,0.0975,2.911,2.679
20682,0.4584,0.6145,0.6895,0.6792,0.0750,0.0730,0.2681,0.1244,4.584,4.564
12482,0.2927,0.6352,0.7102,0.5925,0.0750,-0.0531,0.1762,0.1349,2.655,4.586
16163,0.1699,0.6093,0.6843,0.6093,0.0750,-0.0996,0.1020,0.0931,0.985,2.886
14520,0.4594,0.5356,0.6106,0.5433,0.0750,0.0521,0.2219,0.0653,4.349,3.158
24019,0.5316,0.6705,0.7455,0.7222,0.0749,0.0442,0.2601,0.1149,3.900,5.209
3248,-0.1228,0.4109,0.4858,0.4574,0.0749,0.0683,0.1795,0.1403,0.214,3.152
854,0.4174,0.6473,0.7222,0.6550,0.0749,0.0243,0.2027,0.1369,-0.993,4.270
11882,0.2639,0.5548,0.6297,0.5742,0.0748,0.0466,0.2125,0.1428,3.106,4.196
6721,0.4489,0.6645,0.7394,0.6503,0.0748,-0.0241,0.1692,0.1424,3.058,4.080
8109,0.2232,0.4865,0.5613,0.5871,0.0748,0.1778,0.2278,0.2185,0.730,4.758
23155,0.6119,0.6555,0.7303,0.6800,0.0748,0.0533,0.2077,0.0763,3.829,4.239
4593,0.1835,0.5406,0.6155,0.5884,0.0748,-0.0935,0.1435,0.1295,0.990,3.023
16671,0.4811,0.6057,0.6804,0.5812,0.0747,0.0648,0.1349,0.1211,-1.279,4.781
596,0.5528,0.6392,0.7139,0.6701,0.0747,0.0679,0.0997,0.0848,1.665,3.330
14542,0.4646,0.6559,0.7307,0.6688,0.0747,-0.0081,0.1087,0.0953,0.895,3.168
20731,0.5613,0.6482,0.7229,0.6121,0.0747,-0.0092,0.2102,0.1397,-3.031,3.946
4354,0.1715,0.5631,0.6379,0.5567,0.0747,0.1500,0.2525,0.2023,-3.601,4.891
10085,0.1962,0.5405,0.6152,0.5393,0.0746,0.0127,0.1469,0.1390,1.163,4.652
12536,0.4102,0.6178,0.6924,0.6538,0.0746,-0.0437,0.1431,0.1118,-0.835,3.397
24169,0.3160,0.6306,0.7053,0.6667,0.0746,0.1122,0.1059,0.0991,-0.236,4.050
1251,0.0907,0.5161,0.5907,0.5753,0.0746,0.2148,0.1881,0.1649,1.775,4.107
22158,0.3588,0.6268,0.7014,0.6229,0.0746,-0.0150,0.1504,0.1048,3.355,3.050
7117,0.2708,0.6178,0.6924,0.5393,0.0746,0.0806,0.1400,0.1124,2.043,3.523
15898,0.4770,0.5650,0.6396,0.6692,0.0746,0.0818,0.1923,0.1689,1.430,5.680
7406,0.1860,0.5225,0.5972,0.5714,0.0746,0.0921,0.2027,0.1825,0.186,5.046
6598,0.2480,0.6512,0.7259,0.6667,0.0746,0.0794,0.2538,0.2216,-0.914,6.175
5080,0.3090,0.6384,0.7130,0.6834,0.0746,0.0484,0.2507,0.2297,0.612,5.729
23313,0.4927,0.6937,0.7683,0.7194,0.0746,0.0103,0.1764,0.1433,1.393,4.614
5995,0.3444,0.5645,0.6391,0.6540,0.0746,-0.0211,0.4114,0.2812,-3.576,6.710
11445,-0.0899,0.6099,0.6846,0.6283,0.0746,0.0302,0.4227,0.1441,-5.119,4.349
4217,0.3582,0.5771,0.6517,0.5707,0.0746,0.0185,0.1366,0.1323,0.503,3.068
9650,0.1833,0.5643,0.6388,0.5861,0.0746,0.0069,0.1914,0.1732,-1.849,4.302
22615,0.6397,0.7365,0.8111,0.7763,0.0746,0.0393,0.1438,0.0782,2.430,3.403
23169,0.2382,0.6118,0.6864,0.6774,0.0746,0.0011,0.1807,0.1568,0.241,3.531
3308,0.2945,0.6787,0.7532,0.7249,0.0746,0.0429,0.1680,0.1443,0.404,5.216
17801,0.2565,0.5668,0.6414,0.5874,0.0746,0.0403,0.1815,0.1836,-0.224,4.809
14726,0.4977,0.6722,0.7468,0.7404,0.0746,0.0545,0.2039,0.1597,-1.892,4.584
4699,0.1987,0.6131,0.6877,0.6041,0.0746,0.1246,0.1793,0.1143,-1.105,3.841
16321,0.0514,0.5219,0.5964,0.5386,0.0746,0.0742,0.2276,0.1261,-2.317,3.617
5058,0.1446,0.6192,0.6938,0.6070,0.0745,0.0902,0.3805,0.1654,5.416,6.490
7728,0.4726,0.6893,0.7638,0.7253,0.0745,0.0714,0.1588,0.1193,-0.734,4.190
11725,0.3212,0.6380,0.7125,0.6791,0.0745,0.0069,0.1486,0.1253,1.623,3.591
22371,0.3729,0.5982,0.6727,0.6650,0.0745,0.0265,0.2232,0.2006,-0.501,5.814
3707,0.2269,0.6341,0.7086,0.6739,0.0745,0.0900,0.2291,0.2077,-0.001,5.516
12452,0.2984,0.5392,0.6136,0.6098,0.0745,0.0311,0.1950,0.1861,0.957,4.603
17713,0.3680,0.6072,0.6816,0.6021,0.0745,0.0035,0.2624,0.2382,0.142,6.011
8354,0.5142,0.6712,0.7456,0.7240,0.0744,0.0163,0.2113,0.1355,3.699,4.019
23692,0.2589,0.6205,0.6949,0.6679,0.0744,0.0864,0.1765,0.1530,-1.581,5.120
20675,0.4692,0.7668,0.8411,0.7245,0.0743,0.0597,0.0646,0.0735,1.247,2.184
257,0.3904,0.7040,0.7784,0.7288,0.0743,0.1411,0.3282,0.1744,-4.836,5.062
4022,0.4613,0.5326,0.6068,0.5820,0.0742,-0.0428,0.2282,0.1091,5.281,2.847
14035,0.2422,0.4883,0.5623,0.5208,0.0740,-0.0047,0.2343,0.2263,2.608,5.395
2866,0.3489,0.6078,0.6818,0.6143,0.0740,0.0740,0.3001,0.2487,-1.233,5.683
24322,0.2964,0.5312,0.6052,0.5844,0.0740,0.0058,0.1671,0.1208,2.188,3.932
6179,0.5382,0.6252,0.6991,0.6602,0.0739,0.0426,0.1470,0.1090,1.718,4.604
13123,0.3190,0.5013,0.5751,0.5272,0.0738,0.0577,0.1885,0.1067,4.580,2.376
21902,0.4744,0.6339,0.7076,0.6572,0.0737,0.0567,0.1089,0.0655,2.811,2.633
11202,0.5215,0.6287,0.7025,0.6624,0.0737,0.0576,0.2391,0.2189,-0.058,5.960
12258,0.2984,0.5666,0.6404,0.5834,0.0737,0.0282,0.1764,0.0950,4.099,2.825
12052,0.4800,0.6895,0.7633,0.7710,0.0737,0.0150,0.1324,0.1085,0.680,4.729
22128,0.2797,0.5736,0.6473,0.6344,0.0736,0.0300,0.1895,0.1577,-0.109,3.932
9334,0.2373,0.5775,0.6512,0.5568,0.0736,0.0104,0.1780,0.1419,2.121,4.452
24430,0.1382,0.5504,0.6240,0.6008,0.0736,0.0356,0.2676,0.2503,-1.599,6.230
10841,0.3224,0.6008,0.6744,0.6318,0.0736,-0.0403,0.1751,0.1130,3.549,3.412
16160,0.4486,0.6860,0.7597,0.7351,0.0736,0.0958,0.2980,0.2019,-3.881,5.193
10955,0.5333,0.6266,0.7003,0.6344,0.0736,0.0453,0.1722,0.0753,3.425,3.211
18330,0.2118,0.5665,0.6400,0.5587,0.0735,0.0160,0.2629,0.2064,-1.947,4.816
19281,0.5727,0.6335,0.7071,0.6452,0.0735,0.0357,0.1616,0.1416,1.869,4.896
15282,-0.2281,0.4916,0.5652,0.5897,0.0735,0.2295,0.2168,0.1712,-0.243,4.293
18801,0.3816,0.5832,0.6568,0.4942,0.0735,-0.0393,0.2303,0.1091,3.706,3.466
6804,0.6132,0.7032,0.7768,0.7265,0.0735,-0.0035,0.2059,0.0938,4.175,3.765
20452,0.2720,0.5200,0.5935,0.5587,0.0735,0.0346,0.2742,0.2399,2.999,5.303
17318,0.4771,0.6581,0.7316,0.6981,0.0735,-0.0314,0.0629,0.0684,1.076,2.173
5607,0.2842,0.5148,0.5884,0.5174,0.0735,0.0012,0.1738,0.1677,-2.641,4.277
20320,-0.1220,0.4716,0.5451,0.5132,0.0735,0.1377,0.1183,0.0840,-0.767,0.342
11388,0.1048,0.5394,0.6129,0.5157,0.0735,0.0897,0.3291,0.1988,-2.899,5.133
21740,0.4617,0.6102,0.6837,0.6365,0.0735,0.0723,0.0820,0.0658,0.138,2.636
4613,0.4232,0.6005,0.6740,0.6418,0.0735,0.0173,0.1402,0.1221,-0.666,4.271
207,0.1568,0.5451,0.6186,0.5374,0.0735,0.0185,0.3600,0.2535,-2.788,5.935
9593,-0.0092,0.4716,0.5451,0.4227,0.0735,0.0739,0.2728,0.2772,-1.616,5.562
15722,0.0900,0.5309,0.6044,0.5838,0.0735,0.1075,0.3274,0.2701,-4.082,5.826
6096,0.2198,0.5508,0.6242,0.5290,0.0734,0.0910,0.2081,0.1251,-2.129,4.366
22307,0.2087,0.5792,0.6525,0.6075,0.0734,0.0383,0.1690,0.1528,1.619,3.965
515,0.2919,0.6255,0.6988,0.7027,0.0734,0.0276,0.1591,0.1282,-2.379,4.296
3846,0.5743,0.6384,0.7117,0.6165,0.0734,0.0462,0.1285,0.0977,-0.118,3.969
6822,0.4968,0.6731,0.7465,0.6229,0.0734,-0.0092,0.1688,0.1217,1.761,4.561
9383,0.2691,0.5534,0.6268,0.6242,0.0734,0.0753,0.2485,0.2208,2.125,5.810
2561,0.6226,0.6409,0.7143,0.6834,0.0734,0.0013,0.2044,0.1302,2.480,5.282
22687,0.2932,0.5701,0.6435,0.5894,0.0734,0.0267,0.2314,0.1354,3.971,4.277
11970,0.4166,0.5701,0.6435,0.6371,0.0734,0.0288,0.1879,0.1709,-0.120,4.244
9969,0.6562,0.6988,0.7722,0.7014,0.0734,0.0012,0.1328,0.1100,-0.713,4.277
5146,0.2568,0.5431,0.6165,0.5483,0.0734,-0.0105,0.2231,0.1899,-1.109,4.323
9405,0.1949,0.4923,0.5656,0.4923,0.0733,0.0254,0.2163,0.2168,-0.582,4.292
2269,0.4992,0.6902,0.7635,0.6851,0.0733,0.0627,0.2558,0.2162,-2.056,6.774
4104,0.5074,0.7506,0.8239,0.8085,0.0733,-0.0034,0.1523,0.1148,0.115,4.722
18888,0.3695,0.5501,0.6234,0.5797,0.0733,0.0219,0.2581,0.1926,2.583,5.696
24849,0.2916,0.5578,0.6311,0.5450,0.0733,-0.0174,0.2183,0.2068,0.368,5.115
10082,0.3740,0.5656,0.6388,0.6221,0.0733,0.0289,0.2353,0.2127,-1.465,6.111
491,0.4171,0.5982,0.6714,0.6008,0.0732,0.0138,0.1532,0.1060,2.990,4.086
4650,0.4913,0.7317,0.8049,0.7163,0.0732,0.0495,0.1373,0.1118,-0.027,4.041
14800,0.4813,0.5828,0.6560,0.6675,0.0732,0.0092,0.1797,0.1344,-1.542,4.126
24112,0.5278,0.6624,0.7356,0.7125,0.0732,0.0566,0.2094,0.1724,1.482,5.069
12291,0.6061,0.6645,0.7376,0.6762,0.0731,0.0174,0.2203,0.1349,2.656,4.978
11332,0.3829,0.5615,0.6346,0.5423,0.0731,0.0991,0.1831,0.1875,-0.583,5.225
4551,0.3533,0.6474,0.7205,0.6115,0.0731,0.0611,0.2328,0.1255,-2.901,3.635
12427,0.5360,0.6462,0.7192,0.6551,0.0731,0.0533,0.1690,0.1533,2.824,4.344
6601,0.1302,0.6010,0.6741,0.6571,0.0730,0.1193,0.1713,0.1201,-0.799,4.477
2086,0.0314,0.4742,0.5470,0.4887,0.0728,0.0117,0.4149,0.4072,-0.988,8.398
11991,0.0526,0.4344,0.5073,0.4914,0.0728,0.0619,0.1852,0.0719,4.578,1.402
24854,0.5370,0.6688,0.7416,0.7104,0.0727,0.0104,0.3065,0.2633,-3.175,6.149
5500,0.6410,0.7260,0.7987,0.7532,0.0727,0.0138,0.2707,0.2171,-1.822,5.838
19283,0.0621,0.5886,0.6611,0.6223,0.0724,0.0986,0.2460,0.1068,-3.468,3.277
24702,0.6457,0.7115,0.7840,0.7710,0.0724,0.0242,0.1673,0.1515,0.389,5.131
21002,0.2693,0.5255,0.5979,0.5322,0.0724,0.0410,0.2517,0.1936,3.352,6.261
7912,0.3325,0.6111,0.6835,0.6331,0.0724,0.0692,0.1882,0.1520,2.672,4.711
438,0.2667,0.6240,0.6964,0.6059,0.0724,0.0219,0.1987,0.1160,3.150,4.860
21629,0.3282,0.5995,0.6718,0.6460,0.0724,0.0093,0.1871,0.1075,2.917,3.798
15650,0.1406,0.4419,0.5142,0.5142,0.0724,0.0313,0.2650,0.2445,1.713,5.825
12376,0.4875,0.5413,0.6137,0.5904,0.0724,0.0197,0.1444,0.1043,3.248,2.803
9745,0.1166,0.5677,0.6400,0.5215,0.0723,0.0171,0.3335,0.1680,5.524,5.415
18516,0.1359,0.5652,0.6374,0.6310,0.0723,-0.0022,0.1861,0.1241,-0.607,3.207
7166,0.3904,0.6787,0.7510,0.6787,0.0723,-0.0195,0.0686,0.0584,0.732,2.541
10131,0.4452,0.5845,0.6568,0.6155,0.0723,0.0174,0.1582,0.1206,3.538,3.855
11186,0.4357,0.6916,0.7639,0.7019,0.0723,0.0587,0.1651,0.1358,1.435,5.147
1944,0.5402,0.6929,0.7652,0.7342,0.0723,0.0300,0.2296,0.1716,1.647,5.397
4941,0.0165,0.5445,0.6168,0.5639,0.0723,0.0046,0.1403,0.1290,1.907,4.113
22384,0.5140,0.6734,0.7457,0.6951,0.0723,0.0363,0.1063,0.0966,0.634,3.712
14410,0.3011,0.6418,0.7139,0.5631,0.0722,0.0000,0.2462,0.1256,-3.650,3.879
18931,0.5510,0.5876,0.6598,0.6366,0.0722,0.0116,0.1380,0.1223,0.227,4.086
22474,0.2329,0.5180,0.5902,0.5000,0.0722,0.0093,0.2864,0.1737,-5.660,3.368
16943,0.1867,0.6268,0.6988,0.6216,0.0721,-0.0000,0.1381,0.1256,0.154,3.292
1870,0.5162,0.6564,0.7284,0.6860,0.0721,0.0416,0.1631,0.1445,1.524,4.894
20307,0.4973,0.6113,0.6834,0.6255,0.0721,0.0887,0.1325,0.1162,2.370,3.777
21474,0.3042,0.6152,0.6873,0.6088,0.0721,0.0610,0.2454,0.2203,0.543,5.845
